row,col,weight_0,weight_1,weight_2,weight_3
7,7,6.781740430293856,3.070980738033964,5.113603386577322,1.7969933506168043
7,8,6.50611008471064,3.166834142124581,5.277594698537997,2.085558844964798
7,9,6.322010273482833,3.2655108823033028,5.270374026003987,2.164133408934814
8,0,5.8552380481937485,2.6248810016797335,5.042204930221521,1.915463704485694
8,1,5.9463330690378005,2.622809482999531,5.10118564808277,1.8110340254779198
8,2,6.257107463422462,2.737411981624869,5.315672383257054,1.6927470884386395
8,3,6.556132331749419,2.9173925586994294,5.579966342768211,1.7746125371544252
8,4,7.093162860930403,3.015378294707218,5.988987699742902,1.9209509744822233
8,5,7.403657005204904,3.0883274753407735,6.220596013013179,2.009099164403123
8,6,7.245469906652385,3.1058932242592534,5.985209627544242,2.0587624096935704
8,7,6.818534716052921,3.149478162491205,5.542153068014252,2.146749975887272
8,8,6.6023058116925215,3.1916868729341075,5.518441493805315,2.2288494274181896
8,9,6.470291627405599,3.2578059521236407,5.563649152551956,2.3174885695965552
9,0,5.939929591311079,2.5543016783265666,5.064216760693643,1.8040603185556947
9,1,5.997648928437166,2.549319818627274,5.134277015660178,1.7274597989752718
9,2,6.219589837558737,2.6900384322488398,5.3217125538656225,1.6764205734211857
9,3,6.612751410439523,2.932937895558632,5.687955230905976,1.7811667883777482
9,4,7.202962746774583,3.0477421772825903,6.113370493506012,1.969321636777985
9,5,7.4638376689227215,3.117547463072308,6.307433069799976,2.0798606956237506
9,6,7.326284045865904,3.1474856590997233,6.130933527362012,2.153950021948987
9,7,6.893080764594676,3.204884471459931,5.70293948363822,2.2404525988997475
9,8,6.675532419474405,3.218959478856584,5.666479883752531,2.304469789454338
9,9,6.557452415397108,3.275412867810172,5.720971861987754,2.377545257206732
